Filename,Title,Cart Type,Mapper Type,ROM Banks,RAM Banks,RAM Size,ROM Size,Battery,Timer,Rumble,Sensor,Licensee,Old Licensee Code,CGB Functionality,SGB Functionality,Mask ROM Ver,Region,Weird
Tiny Toon Adventures (Japan).gb,TINY TOON ADVENT,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Konami,True,None,False,0,Japan,False
"Jurassic Park Part 2 - The Chaos Continues (USA, Europe) (En,Fr,De,It).gb",JURASSIC PARK II,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Ocean,False,None,False,0,Non-Japan (0x1),False
Mr. Nutz (USA).gbc,MR. NUTZANUE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Infogrames,False,CGB Only,False,0,Non-Japan (0x1),False
"Blues Brothers, The (USA, Europe).gb",BLUES BROTHERS,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Titus,True,None,False,0,Non-Japan (0x1),False
Krusty World (Japan).gb,KRUSTY,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Acclaim,True,None,False,0,Japan,False
GB Pachi-Slot Hisshouhou! Jr (Japan).gb,PACHISLOT JR 01,MBC1+RAM+Battery,MBC1,8,1,0x800,0x20000,True,False,False,False,"UNKNOWN(b'BF',BF)",False,None,False,0,Japan,True
Rubble Saver II (Japan).gb,RUBBLE SAVER 2,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,King Records,True,None,False,0,Japan,False
Earthworm Jim (Europe).gb,EARTHWORM JIM,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Virgin,False,None,False,0,Non-Japan (0x1),False
Frogger (USA) (Rev-B).gbc,FROGGERAFRE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Hasbro Interactive,False,Extra CGB Functions,False,2,Non-Japan (0x1),False
Yakuman (Japan) (Rev A).gb,YAKUMAN,ROM ONLY,ROM ONLY,2,0,0x0,0x8000,False,False,False,False,Nintendo,True,None,False,1,Japan,False
Puzzle Boy (Japan).gb,PUZZLE BOY,ROM ONLY,ROM ONLY,2,0,0x0,0x8000,False,False,False,False,Atlus,True,None,False,0,Japan,False
Pingu - Sekai de 1ban Genki na Penguin (Japan).gb,GB PINGU 1,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,ITC Entertainment,True,None,False,0,Japan,False
Street Racer (Japan).gb,STREET RACER,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,"UNKNOWN(b'2H',2H)",False,None,False,0,Japan,True
Mizuki Shigeru no Shin Youkaiden (Japan).gbc,YOUKAIDENBYPJ,MBC5+RAM+Battery,MBC5,256,4,0x4000,0x400000,True,False,False,False,"UNKNOWN(b'DP',DP)",False,CGB Only,False,0,Japan,True
"Legend of Zelda, The - Link's Awakening DX (USA, Europe) (Rev 1) (SGB Enhanced) (GB Compatible).gbc",ZELDA,MBC5+RAM+Battery,MBC5,64,4,0x4000,0x100000,True,False,False,False,Nintendo R&D1,False,Extra CGB Functions,True,1,Non-Japan (0x1),False
"Navy SEALs (USA, Europe).gb",NAVY SEALS,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Ocean,True,None,False,0,Non-Japan (0x1),False
Street Fighter II (USA) (SGB Enhanced).gb,STREET FIGHTER 2,MBC1,MBC1,32,0,0x0,0x80000,False,False,False,False,Nintendo R&D1,False,None,True,0,Non-Japan (0x1),False
Prince of Persia (USA).gbc,PRINCE O PERSIA,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Mindscape,False,Extra CGB Functions,False,0,Non-Japan (0x1),False
Heroes of Might and Magic II (USA).gbc,HEROES 2BUHE,MBC5+RAM+Battery,MBC5,64,1,0x800,0x100000,True,False,False,False,"UNKNOWN(b'5H',5H)",False,CGB Only,False,0,Non-Japan (0x1),True
Dragon Ball Z - I Leggendari Super Guerrieri (Italy) (Beta) (All Unlocked).gbc,I-DBZ-ITBBZP,MBC5+RAM+Battery,MBC5,128,1,0x800,0x200000,True,False,False,False,Infogrames,False,CGB Only,False,0,Non-Japan (0x1),False
Tomb Raider 2 (Taiwan) (Unl).gbc,TOMBRAIDER2B9TE,MBC5+RAM+Battery,MBC5,256,1,0x800,0x400000,True,False,False,False,Activision,False,CGB Only,False,0,Non-Japan (0x1),False
Yu Yu Hakusho Dai-3-dan - Makai no Tobira Hen (Japan).gb,YUUYUU-3,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Tomy,True,None,False,0,Japan,False
Jim Henson's Muppets (USA).gbc,THE MUPPETSBMUE,MBC5+RAM+Battery,MBC5,128,1,0x800,0x200000,True,False,False,False,Konami,False,CGB Only,False,0,Non-Japan (0x1),False
Tomb Raider (USA).gbc,TOMB RAIDERAT9E,MBC5+RAM+Battery,MBC5,256,1,0x800,0x400000,True,False,False,False,THQ,False,CGB Only,False,0,Non-Japan (0x1),False
"Xena - Warrior Princess (USA, Europe) (En,Fr,De,Es,It,Nl).gbc",XENAWARRIORBXWE,MBC5+RAM+Battery,MBC5,64,1,0x800,0x100000,True,False,False,False,Titus,False,CGB Only,False,0,Non-Japan (0x1),False
Goukaku Boy Series - Shikakui Atama o Maruku Suru - Kokugo Battle Hen (Japan).gb,SIKAKKOKUGOAJ6J,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,"UNKNOWN(b'9C',9C)",False,None,False,0,Japan,True
Flipull (USA).gb,FLIPULL,ROM ONLY,ROM ONLY,2,0,0x0,0x8000,False,False,False,False,Taito,True,None,False,0,Non-Japan (0x1),False
ESPN National Hockey Night (USA).gbc,ESPN HOCKEYBT4E,MBC5+RAM+Battery,MBC5,128,1,0x800,0x200000,True,False,False,False,Konami,False,CGB Only,False,0,Non-Japan (0x1),False
X-Men - Wolverine's Rage (USA).gbc,WOLVERINEBWOE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Activision,False,CGB Only,False,0,Non-Japan (0x1),False
"Legend of Zelda, The - Link's Awakening (Canada).gb",ZELDA,MBC1+RAM+Battery,MBC1,32,1,0x800,0x80000,True,False,False,False,Nintendo,True,None,False,0,Non-Japan (0x1),False
Probotector 2 (Europe) (SGB Enhanced).gb,PROBOTECTOR 2,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Konami,False,None,True,0,Non-Japan (0x1),False
Goal! (USA).gb,GOAL!,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Jaleco,True,None,False,0,Non-Japan (0x1),False
"Hit the Ice - VHL - The Official Video Hockey League (USA, Europe).gb",HIT THE ICE,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Taito,True,None,False,0,Non-Japan (0x1),False
"Burai Fighter Deluxe (USA, Europe).gb",BURAI FIGHTER DE,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,Naxat Soft,True,None,False,0,Non-Japan (0x1),False
"Pokemon - Versione Gialla - Speciale Edizione Pikachu (Italy) (GBC,SGB Enhanced).gb",POKEMON YELAPSI,MBC5+RAM+Battery,MBC5,64,4,0x4000,0x100000,True,False,False,False,Nintendo R&D1,False,Extra CGB Functions,True,0,Non-Japan (0x1),False
"Klax (USA, Europe).gbc",KLAX,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,"UNKNOWN(b'5D',5D)",False,Extra CGB Functions,False,0,Non-Japan (0x1),True
FGB (USA) (Proto).gbc,FGB            ,MBC5+RAM+Battery,MBC5,64,0,0x0,0x100000,True,False,False,False,None,True,CGB Only,False,0,Japan,False
RoboCop (USA).gb,ROBOCOP,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Ocean,True,None,False,0,Non-Japan (0x1),False
Super Hunchback (Europe).gb,SUPER HUNCHBACK,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Ocean,True,None,False,0,Non-Japan (0x1),False
"Battletoads (USA, Europe).gb",BATTLETOADS,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Tradewest,True,None,False,0,Non-Japan (0x1),False
"NBA Jam - Tournament Edition (USA, Europe).gb",NBA JAM TE,MBC1,MBC1,32,0,0x0,0x80000,False,False,False,False,Acclaim,False,None,False,0,Non-Japan (0x1),False
Deja Vu I & II (USA).gbc,DEJAVUADTE,MBC5+RAM+Battery,MBC5,64,1,0x800,0x100000,True,False,False,False,"UNKNOWN(b'5P',5P)",False,CGB Only,False,0,Non-Japan (0x1),True
"True Lies (USA, Europe).gb",TRUE LIES,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,LJN,False,None,False,0,Non-Japan (0x1),False
Ippatsu Gyakuten! DX Bakenou (Japan).gb,BAKENOU,MBC1+RAM+Battery,MBC1,4,1,0x800,0x10000,True,False,False,False,Asmik,True,None,False,0,Japan,False
"Top Gun - Fire Storm (USA, Europe) (En,Fr,De,Es,It,Nl).gbc",TOPGUNBICE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Titus,False,CGB Only,False,0,Non-Japan (0x1),False
F-1 Race (World).gb,F1RACE,MBC2+Battery,MBC2,8,1,0x100,0x20000,True,False,False,False,Nintendo,True,None,False,0,Japan,False
Super Robot Taisen (Japan).gb,SUPER ROBOT WAR,MBC2+Battery,MBC2,8,1,0x100,0x20000,True,False,False,False,Banpresto,True,None,False,0,Japan,False
Looney Tunes Series - Daffy Duck (Japan) (SGB Enhanced).gb,DAFFY DUCK,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Sunsoft,False,None,True,0,Japan,False
Terrifying 911 (Taiwan) (Unl).gbc,TERRIFYING 9.11,MBC5+RAM+Battery,MBC5,128,4,0x4000,0x200000,True,False,False,False,"UNKNOWN(b'RX',RX)",False,Extra CGB Functions,False,0,Non-Japan (0x1),True
Ghosts 'n Goblins (USA).gbc,GHOSTSNGOBLAG9E,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Capcom,False,Extra CGB Functions,False,0,Non-Japan (0x1),False
Battle Dodge Ball (Japan).gb,BATTLE DODGEBALL,MBC1+RAM+Battery,MBC1,8,1,0x800,0x20000,True,False,False,False,Banpresto,True,None,False,0,Japan,False
Madden NFL 2002 (USA).gbc,MADDEN 2002B2ME,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Electronic Arts,False,CGB Only,False,0,Non-Japan (0x1),False
FIFA Road to World Cup 98 (Europe) (Rev A) (SGB Enhanced).gb,FIFA 98,MBC1,MBC1,32,0,0x0,0x80000,False,False,False,False,THQ,False,None,True,1,Non-Japan (0x1),False
Frogger (USA).gb,FROGGER,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Majesco,False,None,False,0,Non-Japan (0x1),False
Hugo 2 (Germany).gb,HUGO2,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Hudson,False,None,False,0,Non-Japan (0x1),False
Konami Winter Games (Europe).gbc,WINTERGAMESA3HP,MBC5+RAM+Battery,MBC5,64,1,0x800,0x100000,True,False,False,False,Konami,False,CGB Only,False,0,Non-Japan (0x1),False
Nekketsu! Beach Volley Da yo Kunio-kun (Japan) (SGB Enhanced).gb,BEACH_VOLLEY,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,"UNKNOWN(b'A9',A9)",False,None,True,0,Japan,True
"Pokemon - Gelbe Edition - Special Pikachu Edition (Germany) (GBC,SGB Enhanced).gb",POKEMON YELAPSD,MBC5+RAM+Battery,MBC5,64,4,0x4000,0x100000,True,False,False,False,Nintendo R&D1,False,Extra CGB Functions,True,0,Non-Japan (0x1),False
Hon Shougi (Japan) (SGB Enhanced).gb,HON SHOGI,MBC1+RAM+Battery,MBC1,4,1,0x800,0x10000,True,False,False,False,"UNKNOWN(b'9C',9C)",False,None,True,0,Japan,True
"Bug's Life, A (USA) (SGB Enhanced) (GB Compatible).gbc",BUGS LIFE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,THQ,False,Extra CGB Functions,True,0,Non-Japan (0x1),False
Vitamina Oukoku Monogatari (Japan).gb,VITAMINA KINGDOM,MBC1+RAM+Battery,MBC1,16,1,0x800,0x40000,True,False,False,False,Namco,True,None,False,0,Japan,False
Out of Gas (USA).gb,OUT OF GAS,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Pony Canyon,True,None,False,0,Non-Japan (0x1),False
AirForce Delta (USA).gbc,AIRFORCEDBDLE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Konami,False,CGB Only,False,0,Non-Japan (0x1),False
Pac-Man Redux.gb,PAC-MAN,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,Namco,True,None,False,0,Non-Japan (0x1),False
Sanrio Timenet - Kako Hen (Japan) (Rev 1) (SGB Enhanced) (GB Compatible).gbc,TIMENETPAST,MBC5+RAM+Battery,MBC5,64,4,0x4000,0x100000,True,False,False,False,"UNKNOWN(b'9C',9C)",False,Extra CGB Functions,True,1,Japan,True
Pinball Mania (Europe).gb,PINBALL MANIA,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Konami,False,None,False,0,Non-Japan (0x1),False
Blade (USA).gbc,BLADE 1 CGBBLEE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Activision,False,CGB Only,False,0,Non-Japan (0x1),False
Snoopy - Magic Show (Japan).gb,SNOOPY,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,Kemco,True,None,False,0,Japan,False
"Casino FunPak (USA, Europe).gb",CASINO FUNPAK,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Interplay,True,None,False,0,Non-Japan (0x1),False
Ultraman (Japan).gb,ULTRAMAN,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Tsuburava,True,None,False,0,Japan,False
Ultraman Chou Toushi Gekiden (Japan) (SGB Enhanced).gb,ULTRAMAN GEKIDEN,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,"UNKNOWN(b'CF',CF)",False,None,True,0,Japan,True
Mega Man V (USA) (SGB Enhanced).gb,MEGAMAN5,MBC1,MBC1,32,0,0x0,0x80000,False,False,False,False,Capcom,False,None,True,0,Non-Japan (0x1),False
"Sword of Hope, The (USA).gb",THE SWORD OFHOPE,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Kemco,True,None,False,0,Non-Japan (0x1),False
Battletoads-Double Dragon (USA).gb,B_TOADS/D_DRAGON,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Tradewest,True,None,False,0,Non-Japan (0x1),False
Bubble Ghost (Japan).gb,BUBBLE GHOST,ROM ONLY,ROM ONLY,2,0,0x0,0x8000,False,False,False,False,Pony Canyon,True,None,False,0,Japan,False
Pokemon Brown Version.gb,POKEMON BROWN,MBC3+RAM+Battery,MBC3,128,4,0x4000,0x200000,True,False,False,False,Nintendo R&D1,False,None,True,0,Non-Japan (0x1),False
Kingyo Chuuihou! 2 - Gyopi-chan o Sagase! (Japan).gb,KINGYO CHUIHOU 2,MBC1+RAM+Battery,MBC1,8,1,0x800,0x20000,True,False,False,False,ITC Entertainment,True,None,False,0,Japan,False
Bouken! Puzzle Road (Japan).gb,PUZZLE ROAD,ROM ONLY,ROM ONLY,2,0,0x0,0x8000,False,False,False,False,Vic Tokai,True,None,False,0,Japan,False
Magic Knight Rayearth 2nd. - The Missing Colors (Japan) (SGB Enhanced).gb,RAYEARTH2,MBC2+Battery,MBC2,16,1,0x100,0x40000,True,False,False,False,"UNKNOWN(b'DA',DA)",False,None,True,0,Japan,True
Driver - You Are the Wheelman (USA).gbc,DRIVERBDRE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,"UNKNOWN(b'4X',4X)",False,CGB Only,False,0,Non-Japan (0x1),True
"Legend of Zelda, The - Link's Awakening (Germany).gb",ZELDA,MBC1+RAM+Battery,MBC1,32,1,0x800,0x80000,True,False,False,False,Nintendo,True,None,False,0,Non-Japan (0x1),False
Golf Ou - The King of Golf (Japan) (SGB Enhanced) (GB Compatible).gbc,GOLFKINGAZAJ,MBC5+RAM+Battery,MBC5,256,1,0x800,0x400000,True,False,False,False,"UNKNOWN(b'DL',DL)",False,Extra CGB Functions,True,0,Japan,True
"New Chessmaster, The (Japan) (En,Ja).gb",NEW CHESSMASTER,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,"UNKNOWN(b'DF',DF)",False,None,False,0,Japan,True
Dogz (Europe).gbc,DOGZAOZP,MBC5+RAM+Battery,MBC5,64,1,0x800,0x100000,True,False,False,False,Mindscape,False,CGB Only,False,0,Non-Japan (0x1),False
"Donkey Kong Land 2 (USA, Europe) (SGB Enhanced).gb",DONKEYKONGLAND 2,MBC1+RAM+Battery,MBC1,32,1,0x800,0x80000,True,False,False,False,Nintendo R&D1,False,None,True,0,Non-Japan (0x1),False
"Wario Blast featuring Bomberman! (USA, Europe) (SGB Enhanced).gb",WARIO BLAST,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Nintendo R&D1,False,None,True,0,Non-Japan (0x1),False
Ultimate Surfing (USA).gbc,SURFINGBSUE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Victor Interactive Software,False,CGB Only,False,0,Non-Japan (0x1),False
Tiny Toon Adventures - Wacky Sports (USA).gb,TINY TOON WACKY,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Konami,False,None,False,0,Non-Japan (0x1),False
Jagainu-kun (Japan) (GB Compatible).gbc,JAGAINUKUNB39J,MBC5+RAM+Battery,MBC5,64,1,0x800,0x100000,True,False,False,False,Pack In Soft,False,Extra CGB Functions,False,0,Japan,False
Barbie - Pet Rescue (USA).gbc,BARBIEPETREBPEE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Mattel,False,CGB Only,False,0,Non-Japan (0x1),False
Pinball - 66hiki no Wani Daikoushin! (Japan).gb,PINBALL,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,HAL,True,None,False,0,Japan,False
"Street Fighter II (USA, Europe) (Rev A) (SGB Enhanced).gb",STREET FIGHTER 2,MBC1,MBC1,32,0,0x0,0x80000,False,False,False,False,Nintendo R&D1,False,None,True,1,Non-Japan (0x1),False
Kaeru no Tame ni Kane wa Naru (Japan).gb,KAERUNOTAMENI,MBC1+RAM+Battery,MBC1,32,1,0x800,0x80000,True,False,False,False,Nintendo,True,None,False,0,Japan,False
Harvest Moon GB (USA) (SGB Enhanced).gb,HARVEST-MOON GB,MBC1+RAM+Battery,MBC1,32,1,0x800,0x80000,True,False,False,False,Victor Interactive Software,False,None,True,0,Non-Japan (0x1),False
"Trax (USA, Europe).gb",TRAX,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,HAL,True,None,False,0,Non-Japan (0x1),False
Hitori de Dekirumon! - Cooking Densetsu (Japan).gb,COOKING DENSETU,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Vap,True,None,False,0,Japan,False
Earthworm Jim - Menace 2 the Galaxy (USA).gbc,EWJ:M2TGAEBE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,"UNKNOWN(b'4Z',4Z)",False,Extra CGB Functions,False,0,Non-Japan (0x1),True
"Pokemon - Edicion Amarilla - Edicion Especial Pikachu (Spain) (GBC,SGB Enhanced).gb",POKEMON YELAPSS,MBC5+RAM+Battery,MBC5,64,4,0x4000,0x100000,True,False,False,False,Nintendo R&D1,False,Extra CGB Functions,True,0,Non-Japan (0x1),False
Best of the Best - Championship Karate (USA).gb,BEST OF THE BEST,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Electro Brain,True,None,False,0,Non-Japan (0x1),False
"Chessmaster, The (DMG-N5) (USA) (Rev A).gb",THE CHESSMASTER,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,Park Plac,True,None,False,1,Non-Japan (0x1),False
Lufia - The Legend Returns (USA).gbc,LUFIA RETURBLCE,MBC5+RAM+Battery,MBC5,128,4,0x4000,0x200000,True,False,False,False,Victor Interactive Software,False,CGB Only,False,0,Non-Japan (0x1),False
Super Hunchback (USA).gb,SUPER HUNCHBACK,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Ocean,True,None,False,0,Non-Japan (0x1),False
Serpent (USA).gb,SERPENT,ROM ONLY,ROM ONLY,2,0,0x0,0x8000,False,False,False,False,Naxat Soft,True,None,False,0,Non-Japan (0x1),False
Booby Boys (Japan).gb,BOOBY BOYS,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Nihon Bussan,True,None,False,0,Japan,False
"Final Fantasy Legend, The (USA).gb",SAGA,MBC2+Battery,MBC2,8,1,0x100,0x20000,True,False,False,False,Squaresoft,True,None,False,0,Non-Japan (0x1),False
Oira Jajamaru! Sekai Daibouken (Japan).gb,OIRA JAJAMARU,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Jaleco,True,None,False,0,Japan,False
Kidou Senkan Nadesico - Ruri Ruri Mahjong (Japan).gbc,RURIMAHJONGAQNJ,MBC5+RAM+Battery,MBC5,128,1,0x800,0x200000,True,False,False,False,"UNKNOWN(b'EA',EA)",False,CGB Only,False,0,Japan,True
Jordan vs Bird - One on One (Japan).gb,JORDAN ONEONONE,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,Electronic Arts,True,None,False,0,Japan,False
J.League Big Wave Soccer (Japan) (SGB Enhanced).gb,BIG WAVE SOCCER,MBC2+Battery,MBC2,16,1,0x100,0x40000,True,False,False,False,"UNKNOWN(b'DA',DA)",False,None,True,0,Japan,True
Star Trek Generations - Beyond the Nexus (Europe) (SGB Enhanced).gb,GENERATIONS,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Konami,False,None,True,0,Non-Japan (0x1),False
NBA Jam - Tournament Edition (Japan).gb,NBA JAM TE,MBC1,MBC1,32,0,0x0,0x80000,False,False,False,False,"UNKNOWN(b'B0',B0)",False,None,False,0,Japan,True
Racing Damashii (Japan).gb,RACING DAMASHII,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,IREM,True,None,False,0,Japan,False
"Iron Man X-O Manowar in Heavy Metal (USA, Europe) (SGB Enhanced).gb",IRON MAN X-O,MBC1,MBC1,32,0,0x0,0x80000,False,False,False,False,Acclaim,False,None,True,0,Non-Japan (0x1),False
"Chessmaster, The (USA).gbc",CHESSMASTERAC9E,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Mindscape,False,Extra CGB Functions,False,0,Non-Japan (0x1),False
Pac-Panic (Europe) (SGB Enhanced).gb,PAC-PANIC,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,"UNKNOWN(b'AF',AF)",False,None,True,0,Non-Japan (0x1),True
Kakomunja (Japan).gb,DMG-KMJ,ROM ONLY,ROM ONLY,2,0,0x0,0x8000,False,False,False,False,Naxat Aoft,True,None,False,0,Japan,False
"Pro Pool (Europe) (En,Fr,De).gbc",PRO POOLBPLP,MBC5+RAM+Battery,MBC5,64,1,0x800,0x100000,True,False,False,False,"UNKNOWN(b'36',36)",False,CGB Only,False,0,Non-Japan (0x1),True
DuckTales 2 (Japan).gb,DUCK TALES 2,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Capcom,True,None,False,0,Japan,False
Desert Strike - Return to the Gulf (USA) (SGB Enhanced).gb,DESERT STRIKE,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Nintendo,False,None,True,0,Non-Japan (0x1),False
ESPN International Track & Field (USA).gbc,ITF2000B3HE,MBC5+RAM+Battery,MBC5,64,1,0x800,0x100000,True,False,False,False,Konami,False,CGB Only,False,0,Non-Japan (0x1),False
Goukaku Boy Series - Koukou Nyuushi Derujun - Kanji Mondai no Seifuku (Japan).gb,TYUUGAKUKANJI GB,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,"UNKNOWN(b'9C',9C)",False,None,False,0,Japan,True
Turbo RC Racing (USA) (Proto).gbc,TB,MBC1+RAM,MBC1,16,4,0x4000,0x40000,False,False,False,False,None,True,Extra CGB Functions,False,1,Japan,False
Barbie - Aventura Submarina (Spain) (GB Compatible).gbc,BARBIE AVENADYS,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Mattel,False,Extra CGB Functions,False,0,Non-Japan (0x1),False
Tweety's High-Flying Adventure (USA).gbc,TWEETYHFABTWE,MBC5+RAM+Battery,MBC5,64,1,0x800,0x100000,True,False,False,False,Kemco,False,CGB Only,False,0,Non-Japan (0x1),False
Tesserae (USA).gb,TESSERAE,ROM ONLY,ROM ONLY,2,0,0x0,0x8000,False,False,False,False,Gametek,True,None,False,0,Non-Japan (0x1),False
Famista 3 (Japan).gb,FAMISTA3,MBC1+RAM+Battery,MBC1,16,1,0x800,0x40000,True,False,False,False,Namco,True,None,False,0,Japan,False
"Humans, The (USA).gb",THE HUMANS,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Gametek,True,None,False,0,Non-Japan (0x1),False
All-Star Baseball 2001 (USA).gbc,ALLSTAR2001BASE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Acclaim,False,CGB Only,False,0,Non-Japan (0x1),False
Pro Action Replay (Europe) (Unl).gb,,HuC1+RAM+Battery,HuC1,115792089237316195423570985008687907853269984665640564039457584007913129639936,0,0x0,0x40000000000000000000000000000000000000000000000000000000000000000000,True,False,False,False,LJN,True,None,False,255,Non-Japan (0xff),True
Akumajou Dracula - Shikkoku Taru Zensoukyoku - Dark Night Prelude (Japan) (SGB Enhanced).gb,DRACULA3,MBC1+RAM+Battery,MBC1,16,1,0x800,0x40000,True,False,False,False,Konami,False,None,True,0,Japan,False
Turok 2 - Seeds of Evil (USA).gbc,TUROK 2: SEEDS ,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Acclaim,False,Extra CGB Functions,False,0,Non-Japan (0x1),False
Austin Powers - Welcome to my Underground Lair! (USA).gbc,DR EVILBEAE,MBC5+RAM+Battery,MBC5,256,1,0x800,0x400000,True,False,False,False,Konami,False,CGB Only,False,0,Non-Japan (0x1),False
Lucky Luke (USA).gbc,LUCKY LUKEALQE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Infogrames,False,CGB Only,False,0,Non-Japan (0x1),False
Pocket Puyo Puyo-n (Japan) (Rev 1).gbc,POCKETPUYO4BPYJ,MBC5+RAM+Battery,MBC5,64,1,0x800,0x100000,True,False,False,False,"UNKNOWN(b'BJ',BJ)",False,CGB Only,False,1,Japan,True
Foreman for Real (Japan).gb,FOREMAN FOR REAL,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,"UNKNOWN(b'B0',B0)",False,None,False,0,Japan,True
Mega Man - Dr. Wily's Revenge (Europe).gb,MEGAMAN,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Nintendo,True,None,False,0,Non-Japan (0x1),False
Pokemon de Panepon (Japan).gbc,POKEPONBPNJ,MBC5+RAM+Battery,MBC5,128,4,0x4000,0x200000,True,False,False,False,Nintendo R&D1,False,CGB Only,False,0,Japan,False
Robin Hood - Prince of Thieves (USA).gb,ROBIN HOOD,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Virgin,True,None,False,0,Non-Japan (0x1),False
