Filename,Title,Cart Type,Mapper Type,ROM Banks,RAM Banks,RAM Size,ROM Size,Battery,Timer,Rumble,Sensor,Licensee,Old Licensee Code,CGB Functionality,SGB Functionality,Mask ROM Ver,Region,Weird
Goukaku Boy GOLD - Shikakui Atama o Maruku Suru - Joushiki no Sho (Japan).gb,SIKAKUJOSIKBJ3J,MBC5+RAM+Battery,MBC5,64,1,0x800,0x100000,True,False,False,False,"UNKNOWN(b'0Q',0Q)",False,None,False,0,Japan,True
Pocket Bomberman (Europe) (SGB Enhanced).gb,POKEBOM,MBC1,MBC1,32,0,0x0,0x80000,False,False,False,False,Nintendo R&D1,False,None,True,0,Non-Japan (0x1),False
"King of Fighters '95, The (Europe) (SGB Enhanced).gb",NETTOU KOF 95,MBC1,MBC1,32,0,0x0,0x80000,False,False,False,False,Hudson,False,None,True,0,Non-Japan (0x1),False
Yu Yu Hakusho Dai-4-dan - Makai Touitsu Hen (Japan) (SGB Enhanced).gb,YUUYUU-4,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,"UNKNOWN(b'DA',DA)",False,None,True,0,Japan,True
Arcade Classic No. 3 - Galaga & Galaxian (Europe) (SGB Enhanced).gb,GALAGA&GALAXIAN,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Nintendo R&D1,False,None,True,0,Non-Japan (0x1),False
Pachi-Slot World Cup '94 (Japan).gb,PACHISURO WC'94,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,"UNKNOWN(b'8F',8F)",False,None,False,0,Japan,True
"Force 21 (USA) (En,Fr,De).gbc",FORCE21 GBCBFCE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,"UNKNOWN(b'5W',5W)",False,CGB Only,False,0,Non-Japan (0x1),True
Alleyway (World).gb,ALLEY WAY,ROM ONLY,ROM ONLY,2,0,0x0,0x8000,False,False,False,False,Nintendo,True,None,False,0,Japan,False
"Getaway, The (USA).gb",THE GETAWAY     ,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,"UNKNOWN(b'5D',5D)",False,None,False,0,Non-Japan (0x1),True
Crystalis (USA).gbc,CRYSTALISAYJE,MBC5+RAM+Battery,MBC5,128,1,0x800,0x200000,True,False,False,False,Nintendo R&D1,False,CGB Only,False,0,Non-Japan (0x1),False
Chibi Maruko-chan 4 - Kore ga Nihon Da yo! Ouji-sama (Japan).gb,CHIBIMARUKO4,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Takara,True,None,False,0,Japan,False
Family Jockey (Japan).gb,FAMILYJOCKEY,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Namco,True,None,False,0,Japan,False
Pachinko Data Card - Chou Ataru-kun (Japan) (SGB Enhanced).gb,ATARUKUN,MBC5+RAM+Battery,MBC5,64,1,0x800,0x100000,True,False,False,False,"UNKNOWN(b'CJ',CJ)",False,None,True,0,Japan,True
"Wave Race (USA, Europe).gb",WAVERACE,MBC2+Battery,MBC2,8,1,0x100,0x20000,True,False,False,False,Nintendo,True,None,False,0,Non-Japan (0x1),False
"Bass Masters Classic (USA, Europe) (GB Compatible).gbc",BASS MASTERAQME,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,THQ,False,Extra CGB Functions,False,0,Non-Japan (0x1),False
Brain Drain (Japan) (SGB Enhanced).gb,BRAIN DRAIN,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,"UNKNOWN(b'B0',B0)",False,None,True,0,Japan,True
Micro Machines V3 (USA).gbc,MMV3BM3E,MBC5,MBC5,128,0,0x0,0x200000,False,False,False,False,THQ,False,CGB Only,False,0,Non-Japan (0x1),False
Power Racer (Europe).gb,POWER RACER,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,Tecmo,True,None,False,0,Non-Japan (0x1),False
"4-in-1 Fun Pak (USA, Europe).gb",4 IN 1 FUN PAK,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Interplay,True,None,False,0,Non-Japan (0x1),False
Beethoven (Europe) (SGB Enhanced).gb,BEETHOVEN,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Hi Tech Entertainment,False,None,True,0,Non-Japan (0x1),False
Shougi Saikyou (Japan) (SGB Enhanced).gb,GB SHOUGI SAIKYO,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,"UNKNOWN(b'BG',BG)",False,None,True,0,Japan,True
Pocket Monsters - Midori (Japan) (SGB Enhanced).gb,POKEMON GREEN,MBC1+RAM+Battery,MBC1,32,4,0x4000,0x80000,True,False,False,False,Nintendo R&D1,False,None,True,0,Japan,False
Taito Variety Pack (Japan).gb,SAGAIA,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Taito,True,None,False,0,Japan,False
Kidou Keisatsu Patlabor - Nerawareta Machi 1990 (Japan).gb,GB PATLABOR 1,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Uutaka,True,None,False,0,Japan,False
Prince of Persia (Japan).gb,PRINCE OF PERSIA,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,NCS,True,None,False,0,Japan,False
Chousoku Spinner (Japan) (SGB Enhanced).gb,SS SPINNER,HuC1+RAM+Battery,HuC1,32,4,0x4000,0x80000,True,False,False,False,Hudson Soft,False,None,True,0,Japan,False
"Super Off Road (USA, Europe).gb",SUPER OFF ROAD,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Tradewest,True,None,False,0,Non-Japan (0x1),False
Tsumeshougi - Kanki Godan (Japan) (Beta) (SGB Enhanced).gb,KANKI-TUMESHOGI ,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,"UNKNOWN(b'BG',BG)",False,None,True,0,Japan,True
Disney's Doug - Doug's Big Game (USA).gbc,DOUGSBIGGAMBDUE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,"UNKNOWN(b'5L',5L)",False,CGB Only,False,0,Non-Japan (0x1),True
Baseball (World).gb,BASEBALL,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,Nintendo,True,None,False,0,Japan,False
Medarot - Parts Collection 2 (Japan) (SGB Enhanced).gb,PARTSCOLLECTION2,MBC1+RAM+Battery,MBC1,32,4,0x4000,0x80000,True,False,False,False,"UNKNOWN(b'9C',9C)",False,None,True,0,Japan,True
"WWF Superstars (USA, Europe).gb",WWF SUPERSTARS,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,LJN,True,None,False,0,Non-Japan (0x1),False
Super Donkey Kong GB (Japan) (SGB Enhanced).gb,SUPERDONKEYKONG ,MBC1+RAM+Battery,MBC1,32,1,0x800,0x80000,True,False,False,False,Nintendo R&D1,False,None,True,0,Japan,False
Final Reverse (Japan).gb,FINAL REVERSE,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,Toei Animation,True,None,False,0,Japan,False
"Olympic Summer Games (USA, Europe) (SGB Enhanced).gb",OLYMPIC GAMES,MBC1,MBC1,32,0,0x0,0x80000,False,False,False,False,"UNKNOWN(b'4S',4S)",False,None,True,0,Non-Japan (0x1),True
Megami Tensei Gaiden - Last Bible (Japan).gb,LAST BIBLE,MBC1+RAM+Battery,MBC1,16,1,0x800,0x40000,True,False,False,False,Atlus,True,None,False,0,Japan,False
Mick & Mack as the Global Gladiators (USA) (Proto).gb,,ROM ONLY,ROM ONLY,2,0,0x0,0x8000,False,False,False,False,None,True,None,False,0,Japan,False
"Ren & Stimpy Show, The - Space Cadet Adventures (USA).gb",REN AND STIMPY,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,THQ,True,None,False,0,Non-Japan (0x1),False
"Austin Powers - Oh, Behave! (USA).gbc",AUSTIN PWRSBAPE,MBC5+RAM+Battery,MBC5,256,1,0x800,0x400000,True,False,False,False,Konami,False,CGB Only,False,0,Non-Japan (0x1),False
Quiz Sekai wa Show by Shoubai!! (Japan).gb,SHOBAISHOBAI,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Takara,True,None,False,0,Japan,False
Hong Kong (Japan).gb,HONG KONG,ROM ONLY,ROM ONLY,2,0,0x0,0x8000,False,False,False,False,Tokuma Shoten Intermedia,True,None,False,0,Japan,False
P-Man GB (Japan).gb,P-MAN,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Kemco Japan,False,None,False,0,Japan,False
Soccer Boy (Japan).gb,SOCCER BOY,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,Sony Imagesoft,True,None,False,0,Japan,False
Battle Crusher (Japan) (SGB Enhanced).gb,BATTLE CRUSHER  ,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,"UNKNOWN(b'D9',D9)",False,None,True,0,Japan,True
Super Chinese Land 2 (Japan).gb,SUPER CHINESE 2,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Culture Brain,True,None,False,0,Japan,False
Mega Man II (USA).gb,MEGA MAN 2,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Capcom,True,None,False,0,Non-Japan (0x1),False
Makai Toushi Sa-Ga (Japan).gb,SAGA,MBC2+Battery,MBC2,8,1,0x100,0x20000,True,False,False,False,Squaresoft,True,None,False,0,Japan,False
Goukaku Boy Series - Koukou Nyuushi Derujun - Chuugaku Eijukugo 350 (Japan).gb,CJYUKUGO 350,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,"UNKNOWN(b'9C',9C)",False,None,False,0,Japan,True
Captain Tsubasa VS (Japan).gb,TUBASA VS,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Tecmo,True,None,False,0,Japan,False
Teenage Mutant Ninja Turtles 3 - Turtles Kikiippatsu (Japan).gb,TMNT3,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Konami,True,None,False,0,Japan,False
Snoopy Tennis (USA).gbc,SNOOPYTENNIBS9E,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Infogrames,False,CGB Only,False,0,Non-Japan (0x1),False
"Jordan vs Bird - One on One (USA, Europe).gb",JORDAN VS BIRD,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,Electronic Arts,True,None,False,0,Non-Japan (0x1),False
Hugo (Europe) (SGB Enhanced).gb,HUGO,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Hudson,False,None,True,0,Non-Japan (0x1),False
Puchi Carat (USA) (Proto) (SGB Enhanced) (GB Compatible).gbc,PUCHI CARATAIQE,MBC5+RAM+Battery,MBC5,64,1,0x800,0x100000,True,False,False,False,Victor Interactive Software,False,Extra CGB Functions,True,0,Non-Japan (0x1),False
Populous (Japan).gb,POPULOUS,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Imagineer,True,None,False,0,Japan,False
"VIP (USA) (En,Fr,Es).gbc",VIPBVIE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,UbiSoft,False,CGB Only,False,0,Non-Japan (0x1),False
Capcom Quiz - Hatena no Daibouken (Japan).gb,CAPCOM QUIZ,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Capcom,True,None,False,0,Japan,False
Yu-Gi-Oh! Duel Monsters (Japan) (SGB Enhanced).gb,YUGIOU,MBC1+RAM+Battery,MBC1,64,1,0x800,0x100000,True,False,False,False,Konami,False,None,True,0,Japan,False
Pocket Bowling (USA) (GB Compatible).gbc,POCKET BOWLAVBE,MBC5,MBC5,32,0,0x0,0x80000,False,False,False,False,"UNKNOWN(b'0A',0A)",False,Extra CGB Functions,False,0,Non-Japan (0x1),True
Solomon's Club (Japan).gb,SOLOMON'S CLUB,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,Tecmo,True,None,False,0,Japan,False
Mythri (USA) (Proto 1) (2000-08-02).gbc,MYTHRI         ,MBC5+RAM+Battery,MBC5,32,4,0x4000,0x80000,True,False,False,False,"UNKNOWN(b'\x00\x00',)",False,CGB Only,False,0,Non-Japan (0x1),True
Malibu Beach Volleyball (USA).gb,"BEACH,VOLLEYBALL",MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,Activision,True,None,False,0,Non-Japan (0x1),False
Boulder Dash (Japan).gb,BOULDER DASH,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,Broderbund,True,None,False,0,Japan,False
Dino Breeder (Japan) (SGB Enhanced).gb,DINO            ,MBC2+Battery,MBC2,16,1,0x100,0x40000,True,False,False,False,"UNKNOWN(b'AH',AH)",False,None,True,0,Japan,True
InfoGenius Productivity Pak - Personal Organizer and Phone Book (USA).gb,PERSONAL ORGANIZ,MBC1+RAM+Battery,MBC1,4,1,0x800,0x10000,True,False,False,False,Gametek,True,None,False,0,Non-Japan (0x1),False
America Oudan Ultra Quiz Part 2 (Japan).gb,ULTRA2,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Tomy,True,None,False,0,Japan,False
"Felix the Cat (USA, Europe).gb",FELIX THE CAT,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Hudsonsoft,True,None,False,0,Non-Japan (0x1),False
Little Master - Raikuban no Densetsu (Japan).gb,LITTLE MASTER,MBC2+Battery,MBC2,8,1,0x100,0x20000,True,False,False,False,Tokuma Shoten Intermedia,True,None,False,0,Japan,False
Midway Presents Arcade Hits - Joust & Defender (USA).gbc,DEFENDER/JOUST,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,"UNKNOWN(b'5D',5D)",False,Extra CGB Functions,False,0,Non-Japan (0x1),True
Splitz - Nigaoe 15 Game (Japan).gb,SPLITZ,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,Imagineer,True,None,False,0,Japan,False
Rescue Heroes - Fire Frenzy (USA).gbc,FIREFRENZYBRQE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Mattel,False,CGB Only,False,0,Non-Japan (0x1),False
Goukaku Boy Series - Eiken 2kyuu Level no Kaiwa Hyougen 333 (Japan).gb,EIKEN2KYUEIKAIWA,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,"UNKNOWN(b'9C',9C)",False,None,False,0,Japan,True
Mickey's Chase (Japan).gb,MICKEYS CHASE,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Kotobuki Systems ,True,None,False,0,Japan,False
Another Bible (Japan) (SGB Enhanced).gb,ANOTHER BIBLE   ,MBC1+RAM+Battery,MBC1,32,1,0x800,0x80000,True,False,False,False,"UNKNOWN(b'EB',EB)",False,None,True,0,Japan,True
Stellar Wars (World) (Aftermarket) (Homebrew).gbc,STELLAR WARS,MBC5+RAM+Battery,MBC5,16,4,0x4000,0x40000,True,False,False,False,none,False,CGB Only,False,1,Japan,False
Shisenshou - Match-Mania (Japan).gb,SHISENSYO,ROM ONLY,ROM ONLY,2,0,0x0,0x8000,False,False,False,False,IREM,True,None,False,0,Japan,False
Mr. Driller (USA).gbc,MR. DRILLERBMDE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,"UNKNOWN(b'AF',AF)",False,CGB Only,False,0,Non-Japan (0x1),True
Tsumeshougi - Kanki Godan (Japan) (SGB Enhanced).gb,KANKI-TUMESHOGI ,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,"UNKNOWN(b'BG',BG)",False,None,True,0,Japan,True
Popeye (Japan).gb,POPEYE,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Sigma Enterprises,True,None,False,0,Japan,False
Pokemon - Rote Edition (Germany) (SGB Enhanced).gb,POKEMON RED,MBC5+RAM+Battery,MBC5,64,4,0x4000,0x100000,True,False,False,False,Nintendo R&D1,False,None,True,0,Non-Japan (0x1),False
Heroes of Might and Magic (USA).gbc,HEROES M&MAUHE,MBC5+RAM+Battery,MBC5,64,1,0x800,0x100000,True,False,False,False,"UNKNOWN(b'5H',5H)",False,CGB Only,False,0,Non-Japan (0x1),True
Tecmo Bowl (Japan).gb,TECMO BOWL,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Tecmo,True,None,False,0,Japan,False
LEGO Stunt Rally (USA).gbc,STUNT RALLYBLYE,MBC5+RAM+Battery,MBC5,64,1,0x800,0x100000,True,False,False,False,Lego,False,CGB Only,False,0,Non-Japan (0x1),False
Nekojara Monogatari (Japan).gb,NEKOJARA,MBC2+Battery,MBC2,8,1,0x100,0x20000,True,False,False,False,Kemco,True,None,False,0,Japan,False
Shin Nihon Pro Wrestling - Toukon Sanjuushi (Japan).gb,TOUKONSANJYUUSHI,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Varie,True,None,False,0,Japan,False
Nakajima Satoru - F-1 Hero GB - World Championship '91 (Japan).gb,F-1 HEROGB,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Varie,True,None,False,0,Japan,False
Soukoban (Japan).gb,SOUKOBAN,ROM ONLY,ROM ONLY,2,0,0x0,0x8000,False,False,False,False,Pony Canyon,True,None,False,0,Japan,False
Pipe Dream (USA).gb,PIPE DREAM,ROM ONLY,ROM ONLY,2,0,0x0,0x8000,False,False,False,False,Bullet-Proof Aoftware,True,None,False,0,Non-Japan (0x1),False
International Rally (USA) (SGB Enhanced) (GB Compatible).gbc,INTER RALLYARLE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Konami,False,Extra CGB Functions,True,0,Non-Japan (0x1),False
Pokemon Gold Version (USA) (SGB Enhanced).gbc,POKEMON_GLDAAUE,MBC3+RAM+Timer+Battery,MBC3,128,4,0x4000,0x200000,True,True,False,False,Nintendo R&D1,False,Extra CGB Functions,True,0,Non-Japan (0x1),False
Mortal Kombat & Mortal Kombat II (Japan).gb,MORTALKOMBAT DUO,MBC1,MBC1,64,0,0x0,0x100000,False,False,False,False,"UNKNOWN(b'B0',B0)",False,None,False,0,Japan,True
Game & Watch Gallery (Europe) (SGB Enhanced).gb,G&W GALLERY,MBC1+RAM+Battery,MBC1,16,1,0x800,0x40000,True,False,False,False,Nintendo R&D1,False,None,True,0,Non-Japan (0x1),False
F-15 Strike Eagle II (Unknown) (Proto).gb,F15 STRIKE EAGLE,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Microprose,True,None,False,0,Non-Japan (0x1),False
Galaga & Galaxian (Japan) (SGB Enhanced).gb,GALAGA&GALAXIAN,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,"UNKNOWN(b'AF',AF)",False,None,True,0,Japan,True
Bonk's Revenge (USA) (SGB Enhanced).gb,BONKSREVENGE,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Hudson Soft,False,None,True,0,Non-Japan (0x1),False
Nigel Mansell's World Championship (Europe).gb,NIGEL MANSELL,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Gremlin,True,None,False,0,Non-Japan (0x1),False
Pokemon Red Version++.gb,POKEMON RED,MBC3+RAM+Battery,MBC3,64,4,0x4000,0x100000,True,False,False,False,Nintendo R&D1,False,None,True,0,Non-Japan (0x1),False
Kiteretsu Daihyakka - Bouken Ooedo Juraki (Japan).gb,KITERETU ZYURAKI,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Video System,True,None,False,0,Japan,False
Terrifying 911 (China) (Unl).gbc,TERRIFYING 9.11,MBC5,MBC5,128,0,0x0,0x200000,False,False,False,False,"UNKNOWN(b'RX',RX)",False,Extra CGB Functions,False,0,Non-Japan (0x1),True
Fish Dude (USA).gb,FISH DUDE,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,Sofel,True,None,False,0,Non-Japan (0x1),False
"Franky, Joe & Dirk... On the Tiles (Europe) (En,Fr,De,Es,It,Nl).gb",ON THE TILES,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Elite Systems,True,None,False,0,Non-Japan (0x1),False
"Looney Tunes (USA, Europe).gb",LOONEY TUNES,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Sunsoft,True,None,False,0,Non-Japan (0x1),False
Raku x Raku - Moji (Japan).gbc,MOJI-1BEMJ,MBC5+RAM+Battery,MBC5,128,1,0x800,0x200000,True,False,False,False,"UNKNOWN(b'9M',9M)",False,CGB Only,False,0,Japan,True
Ms. Pac-Man (Europe).gb,MS.PAC-MAN,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,Nintendo,True,None,False,0,Non-Japan (0x1),False
Chikyuu Kaihou Gun ZAS (Japan) (En).gb,ZAS,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,UNKNOWN(0xe4),True,None,False,0,Japan,True
"NFL Quarterback Club II (USA, Europe).gb",NFL QUARTERBACK,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,LJN,False,None,False,0,Non-Japan (0x1),False
Ultima - Runes of Virtue (USA).gb,RUNES OF VIRTUE,MBC2+Battery,MBC2,8,1,0x100,0x20000,True,False,False,False,Pony Canyon,True,None,False,0,Non-Japan (0x1),False
Ninja Gaiden Shadow (USA).gb,NINJA GAIDEN,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Tecmo,True,None,False,0,Non-Japan (0x1),False
Splitz (Europe).gb,SPLITZ,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,Imagineer,True,None,False,0,Non-Japan (0x1),False
Mickey Mouse V (Japan).gb,MICKEY 5,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Kotobuki Systems ,True,None,False,0,Japan,False
Dragon Quest Monsters - Terry no Wonderland (Japan) (SGB Enhanced) (GB Compatible).gbc,DQ/MONSTERS,MBC1+RAM+Battery,MBC1,128,1,0x800,0x200000,True,False,False,False,"UNKNOWN(b'B4',B4)",False,Extra CGB Functions,True,0,Japan,True
Dragon Tail (Japan).gb,DRAGONTAILBIT2,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,I'MAX,True,None,False,0,Japan,False
Dragon Slayer I (Japan).gb,DRAGON SLAYER 1,ROM ONLY,ROM ONLY,2,0,0x0,0x8000,False,False,False,False,Epoch,True,None,False,0,Japan,False
Gonta no Okiraku Daibouken (Japan).gbc,GONTA1B54J,MBC5+RAM+Battery,MBC5,64,1,0x800,0x100000,True,False,False,False,"UNKNOWN(b'AN',AN)",False,CGB Only,False,0,Japan,True
John Romero's Daikatana (Europe).gbc,DAIKATANAA22X,MBC5+RAM+Battery,MBC5,64,1,0x800,0x100000,True,False,False,False,Kemco,False,CGB Only,False,0,Non-Japan (0x1),False
"Top Gun - Guts & Glory (USA, Europe).gb",TOPGUN 2,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Konami,True,None,False,0,Non-Japan (0x1),False
"Star Wars - Yoda Stories (USA, Europe) (GB Compatible).gbc",YODASTORIESAYDE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,THQ,False,Extra CGB Functions,False,0,Non-Japan (0x1),False
Medarot - Kuwagata Version (Japan) (Rev A) (SGB Enhanced).gb,MEDAROT KUWAGATA,MBC1+RAM+Battery,MBC1,32,4,0x4000,0x80000,True,False,False,False,"UNKNOWN(b'9C',9C)",False,None,True,1,Japan,True
"Tech Deck Skateboarding (USA, Europe).gbc",TECH DECKBTUE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Activision,False,CGB Only,False,0,Non-Japan (0x1),False
"Grinch, The (USA).gbc",THE GRINCHBGHE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Konami,False,CGB Only,False,0,Non-Japan (0x1),False
Hammerin' Harry - Ghost Building Company (Europe).gb,GENSAN,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,IREM,True,None,False,0,Non-Japan (0x1),False
Pia Carrot e Youkoso!! 2.2 (Japan).gbc,PIACARROT22B22J,MBC5+RAM+Battery,MBC5,256,1,0x800,0x400000,True,False,False,False,"UNKNOWN(b'CN',CN)",False,CGB Only,False,0,Japan,True
Ken Griffey Jr.'s Slugfest (USA).gbc,CGBSLUGFESTAYAE,MBC5+RAM+Battery,MBC5,64,4,0x4000,0x100000,True,False,False,False,Nintendo R&D1,False,CGB Only,False,0,Non-Japan (0x1),False
Tetris Flash (Japan) (SGB Enhanced).gb,TETRIS FLASH,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Nintendo R&D1,False,None,True,0,Japan,False
SolarStriker (World).gb,SOLARSTRIKER,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,Nintendo,True,None,False,0,Japan,False
"Caterpillar Construction Zone (USA, Europe) (GB Compatible).gbc",CATZONE1AR4E,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Mattel,False,Extra CGB Functions,False,0,Non-Japan (0x1),False
Metal Gear Solid (USA).gbc,METALGEARGBBMGE,MBC5+RAM+Battery,MBC5,128,1,0x800,0x200000,True,False,False,False,Konami,False,CGB Only,False,0,Non-Japan (0x1),False
Bart no Survival Camp (Japan).gb,SIMPSON ESCAPE,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Acclaim,True,None,False,0,Japan,False
Heiankyo Alien (USA).gb,HEIANKYO ALIEN,ROM ONLY,ROM ONLY,2,0,0x0,0x8000,False,False,False,False,Meldac,True,None,False,0,Non-Japan (0x1),False
Seaside Volley (Japan).gb,SEASIDE VOLLEY,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,Tonkin house,True,None,False,0,Japan,False
Bomber King - Scenario 2 (Japan).gb,BOMBER KING S2,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Sunsoft,True,None,False,0,Japan,False
Mani 4 in 1 (China) (DMG-603 CHN).gb,GANBARUGA,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Tomy,True,None,False,0,Japan,False
"Stuart Little - The Journey Home (USA, Europe).gbc",STUARTLITTLBJIE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Activision,False,CGB Only,False,0,Non-Japan (0x1),False
Army Men (USA).gbc,ARMY MENAVCE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,"UNKNOWN(b'5H',5H)",False,CGB Only,False,0,Non-Japan (0x1),True
Soldam (Japan).gb,SOLDAM GB,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Jaleco,True,None,False,0,Japan,False
Tokio Senki - Eiyuu Retsuden (Japan).gb,TOKIO SENKI,MBC1+RAM+Battery,MBC1,8,1,0x800,0x20000,True,False,False,False,Human,True,None,False,0,Japan,False
Hudson Hawk (USA).gb,HUDSON HAWK,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Sony Imagesoft,True,None,False,0,Non-Japan (0x1),False
"Kirby's Block Ball (USA, Europe) (SGB Enhanced).gb",KIRBY BLOCKBALL,MBC1+RAM+Battery,MBC1,32,1,0x800,0x80000,True,False,False,False,Nintendo R&D1,False,None,True,0,Non-Japan (0x1),False
Cult Master - Ultraman ni Miserarete (Japan).gb,GB CULT ULTRAMAN,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Bandai,True,None,False,0,Japan,False
R-Type II (Europe).gb,RTYPE 2,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,IREM,True,None,False,0,Non-Japan (0x1),False
Go! Go! Hitchhike (Japan) (SGB Enhanced).gb,GO! GO! HICHHIKE,MBC1+RAM+Battery,MBC1,32,1,0x800,0x80000,True,False,False,False,"UNKNOWN(b'AH',AH)",False,None,True,0,Japan,True
4-in-1 Fun Pak (Japan).gb,FUNPAK 4IN1,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Imagineer,True,None,False,0,Japan,False
Radar Mission (Japan).gb,RADARMISSION,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Nintendo,True,None,False,0,Japan,False
Oyatsu Quiz Mogu Mogu Q (Japan) (SGB Enhanced).gb,MOGU MOGU Q,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,"UNKNOWN(b'0H',0H)",False,None,True,0,Japan,True
Konamic Sports in Barcelona (Japan).gb,KONAMIC SPORTS,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Ultra,True,None,False,0,Japan,False
