Filename,Title,Cart Type,Mapper Type,ROM Banks,RAM Banks,RAM Size,ROM Size,CGB Functionality,SGB Functionality,Mask ROM Ver,Region
Medarot - Parts Collection (Japan) (SGB Enhanced).gb,PARTS COLLECTION,MBC1+RAM+BATTERY,MBC1,32,4,0x4000,0x80000,None,Yes,0,Japan
Trump Boy II (Japan).gb, - TRUMP BOY2 - ,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Japan
Jimmy Connors no Pro Tennis Tour (Japan).gb,J CONNORS TENNIS,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Japan
Tasmania Monogatari (Japan).gb,TASMANIA STORY,ROM ONLY (0x0),ROM ONLY,2,0,0x0,0x8000,None,No,0,Japan
"Hyper Black Bass '95 (Japan) (En,Ja).gb",HYPER BB 95,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Japan
Chachamaru Boukenki 3 - Abyss no Tou (Japan).gb,ABYSS NO TOU,MBC2+BATTERY,MBC2,8,1,0x100,0x20000,None,No,0,Japan
Goukaku Boy Series - Shikakui Atama o Maruku Suru - Rika Battle Hen (Japan).gb,SIKAKU RIKAAE8J,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Japan
Sakigake!! Otoko Juku - Meioutou Kessen (Japan).gb,GB OTOKOJYUKU 1,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Flipull (Japan).gb,FLIPULL,ROM ONLY (0x0),ROM ONLY,2,0,0x0,0x8000,None,No,0,Japan
Pachinko Monogatari Gaiden (Japan) (SGB Enhanced).gb,PACHINCOGAIDEN,MBC1,MBC1,32,0,0x0,0x80000,None,Yes,0,Japan
Mani 4 in 1 (China) (DMG-601 CHN).gb,TETRIS SET,MBC3+TIMER+RAM+BATTERY,MBC3,16,0,0x0,0x40000,None,Yes,0,Non-Japan (0xb)
Zoids Densetsu (Japan).gb,ZOIDS J1,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Japan
Rockman World 5 (Japan) (SGB Enhanced).gb,ROCKMANWORLD5,MBC1,MBC1,32,0,0x0,0x80000,None,Yes,0,Japan
World Ice Hockey (Japan).gb,WORLD ICE HOKKEY,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Uchuu no Kishi Tekkaman Blade (Japan).gb,GB TEKKAMANBLADE,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Alien vs Predator (Japan).gb,ALIEN V PREDATOR,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Akazukin Chacha (Japan) (SGB Enhanced).gb,AKAZUKIN-CHACHA,MBC1,MBC1,16,0,0x0,0x40000,None,Yes,0,Japan
Nemesis II (Japan).gb,NEMESIS 2,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Japan
Puyo Puyo (Japan) (SGB Enhanced).gb,PUYOPUYO,MBC1,MBC1,16,0,0x0,0x40000,None,Yes,0,Japan
VS Battler (Japan).gb,VS BATTLER,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Japan
Spot - The Cool Adventure (Japan).gb,SPOT COOL ADV,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Xenon 2 - Megablast (Japan).gb,XENON 2,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Cult Jump (Japan).gb,GB CULT JUMP,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Japan
Selection I & II (Japan) (SGB Enhanced).gb,SELECTION 1&2,MBC1+RAM+BATTERY,MBC1,32,1,0x800,0x80000,None,Yes,0,Japan
Dodge Boy (Japan).gb,DODGE BOY,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Super Momotarou Dentetsu (Japan).gb,MOMOTETU,MBC2+BATTERY,MBC2,16,1,0x100,0x40000,None,No,0,Japan
Double Yakuman (Japan).gb,DOUBLEYAKUMAN,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Nekketsu Koukou Soccer-bu - World Cup Hen (Japan).gb,WORLD CUP,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
"Hyper Black Bass (Japan) (En,Ja).gb",HYPER BLACKBASS,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Japan
Space Invaders (Japan).gb,SPACE INVADERS,ROM ONLY (0x0),ROM ONLY,2,0,0x0,0x8000,None,No,0,Japan
Navy Blue 98 (Japan).gb,NAVY BLUE 98,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Japan
Pocket Family (Japan) (SGB Enhanced).gb,POCKET_FAMILY,HuC3,HuC3,32,4,0x4000,0x80000,None,Yes,0,Japan
Crayon Shin-chan 2 - Ora to Wanpaku Gokko Dazo (Japan).gb,GB CRAYON 2,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Chachamaru Panic (Japan).gb,CHACHAMARUPANIC,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Japan
Ultraman Club - Tekikaijuu o Hakken seyo! (Japan).gb,GB ULTRAMANCLUB1,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Japan
Nichibutsu Mahjong - Yoshimoto Gekijou (Japan).gb,MAHJONGYOSHIMOTO,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Japan
Mickey Mouse IV (Japan).gb,MICKEY 4,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Goukaku Boy Series - Koukou Nyuushi Derujun - Rika Anki Point 250 (Japan).gb,RIKA  ANKI  250,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Japan
Home Alone (Japan).gb,HOME ALONE,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Frisky Tom (Japan) (SGB Enhanced).gb,FRISKY TOM,MBC1,MBC1,8,0,0x0,0x20000,None,Yes,0,Japan
Cave Noire (Japan).gb,CAVE NOIRE,MBC2+BATTERY,MBC2,8,1,0x100,0x20000,None,No,0,Japan
Mini Yonku GB Let's & Go!! (Japan) (SGB Enhanced).gb,MINI4WD GB      ,MBC1+RAM+BATTERY,MBC1,32,4,0x4000,0x80000,None,Yes,0,Japan
Akumajou Special - Boku Dracula-kun (Japan).gb,BOKU DRACURA KUN,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Japan
Tsuri Sensei (Japan) (SGB Enhanced).gb,TURI SENSEI V1,MBC1+RAM+BATTERY,MBC1,32,1,0x800,0x80000,None,Yes,0,Japan
Seiken Densetsu - Final Fantasy Gaiden (Japan).gb,SEIKEN DENSETSU,MBC2+BATTERY,MBC2,16,1,0x100,0x40000,None,No,0,Japan
Nakajima Satoru Kanshuu - F-1 Hero GB '92 - The Graded Driver (Japan).gb,F-1HERO GB92,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Japan
Peetan (Japan).gb,PEETAN,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
